created_at,favorite_count,id,in_reply_to_status_id,in_reply_to_user_id,retweet_count,retweeted,text,truncated,user.id,user.screen_name
Mon Jun 18 08:05:52 +0000 2018,0,1008621806058639360,,,4,False,RT @LeicPatientLib: National Clinical Librarian Impact study @JamesPjcjames @DHFTLibrary &amp; @pipdivall from @UHLCL #HLG2018 https://t.co/lrU…,False,2394660775,UHLCL
Mon Jun 18 07:10:42 +0000 2018,0,1008607924053336065,,,7,False,RT @TraceyPratchett: Here are the notes from our fishbowl conversation about the barriers to collecting impact and sharing impact in librar…,False,81550790,senbmrs
Mon Jun 18 07:08:45 +0000 2018,0,1008607431126069250,,,7,False,RT @TraceyPratchett: Here are the notes from our fishbowl conversation about the barriers to collecting impact and sharing impact in librar…,False,14998093,leoappleton
Sun Jun 17 21:50:50 +0000 2018,0,1008467029412761601,,,7,False,RT @TraceyPratchett: Here are the notes from our fishbowl conversation about the barriers to collecting impact and sharing impact in librar…,False,79995275,LSSTORSM
Sun Jun 17 20:54:56 +0000 2018,0,1008452961624784896,,,7,False,RT @TraceyPratchett: Here are the notes from our fishbowl conversation about the barriers to collecting impact and sharing impact in librar…,False,54335361,iroberger
Sun Jun 17 18:39:59 +0000 2018,0,1008418998843854848,,,7,False,RT @samanthaclare: Congratulations to the team st Taunton for first place in the Sally Hernando awards #hlg2018 (represented by Roxanne and…,False,959413406183895042,MPHRadiotherapy
Sun Jun 17 16:22:35 +0000 2018,0,1008384419684593666,,,7,False,RT @TraceyPratchett: Here are the notes from our fishbowl conversation about the barriers to collecting impact and sharing impact in librar…,False,19901701,samanthaclare
Sun Jun 17 15:57:21 +0000 2018,0,1008378069634244609,,,7,False,RT @TraceyPratchett: Here are the notes from our fishbowl conversation about the barriers to collecting impact and sharing impact in librar…,False,596379851,Librarianpocket
Sun Jun 17 15:55:55 +0000 2018,20,1008377708521443329,,,7,False,Here are the notes from our fishbowl conversation about the barriers to collecting impact and sharing impact in lib… https://t.co/oE0gcwi5Ce,True,432313593,TraceyPratchett
Sun Jun 17 11:24:33 +0000 2018,0,1008309420143542272,,,4,False,RT @beccabex28: Loved 💖 #HLG2018 💖 So encouraging and inspiring to see just how much work and innovation is going on across our sectors. Ma…,False,20825151,NickPoole1
Sun Jun 17 10:20:44 +0000 2018,0,1008293358291357696,,,3,False,RT @LibrariandyW: Anyone at #HLG2018 yesterday - this is 1 of our #EngagingLibs @CarnegieUKTrust @wellcometrust projects we spoke about in…,False,856688659,RedbridgeLibs
Sun Jun 17 09:56:40 +0000 2018,0,1008287303545118720,,,2,False,"RT @RuthCarlyle: Told spouse about #HLG2018 laughing yoga session, and he suggested....”moaning yoga” 😂
Comes complete with chants:
“Are we…",False,2722829451,lizhunwick
Sun Jun 17 09:29:28 +0000 2018,0,1008280458323464193,,,3,False,RT @lawilk: Brought to you by your innovative East of England Librarians @helse28 @WestSuffolkNHS #HLG2018 https://t.co/ps2ykdrddq,False,910098351462461440,helse28
Sun Jun 17 08:23:34 +0000 2018,0,1008263871004663809,,,6,False,"RT @RuthCarlyle: Professional registration with @CILIPinfo is first step to FEDIP membership with revalidation in past 12 months, evidence…",False,123585377,Bibliosophus
Sun Jun 17 08:23:27 +0000 2018,0,1008263842579779584,,,3,False,RT @RuthCarlyle: Information science aspect of health librarian roles core to FEDIP health and care informatics definition @LukeSB81 #HLG20…,False,123585377,Bibliosophus
Sun Jun 17 08:20:24 +0000 2018,0,1008263076091777024,,,14,False,"RT @Lynnebrarian: “Compassion without knowledge is useless, but knowledge without compassion is just as bad.” Compelling words from the mem…",False,123585377,Bibliosophus
Sun Jun 17 07:40:46 +0000 2018,0,1008253100967317504,,,4,False,RT @beccabex28: Loved 💖 #HLG2018 💖 So encouraging and inspiring to see just how much work and innovation is going on across our sectors. Ma…,False,28367875,hhl_nhs
Sun Jun 17 07:13:14 +0000 2018,0,1008246173642182656,,,14,False,"RT @Lynnebrarian: “Compassion without knowledge is useless, but knowledge without compassion is just as bad.” Compelling words from the mem…",False,896004783642902529,APWSouthWest
Sun Jun 17 07:04:17 +0000 2018,0,1008243919832977408,,,14,False,"RT @Lynnebrarian: “Compassion without knowledge is useless, but knowledge without compassion is just as bad.” Compelling words from the mem…",False,1601299752,SueLaceybryant
Sun Jun 17 01:07:24 +0000 2018,0,1008154105964105728,,,6,False,RT @Hollingtonn: Would you like to join the #ukmedlibs team? We’d love to expand! #HLG2018,False,395517651,mbbassdrlib
Sat Jun 16 23:22:53 +0000 2018,0,1008127806277120001,,,13,False,"RT @RapidTVNews: 27% services have #HDR - 50% HDR10; 43% HLG 

Since 2017 virtually every TV can support  the two main HDR standards — PQ,…",False,1256727918,tigerchothani
Sat Jun 16 21:35:15 +0000 2018,0,1008100717750562817,,,3,False,RT @lawilk: Brought to you by your innovative East of England Librarians @helse28 @WestSuffolkNHS #HLG2018 https://t.co/ps2ykdrddq,False,479349789,RuthCarlyle
Sat Jun 16 21:16:07 +0000 2018,0,1008095904958644224,,,8,False,"RT @NickPoole1: Hi @JonAshworth would you be able to help us promote #AMillionDecisions, the @CILIPinfo @NHS_HealthEdEng campaign showcasin…",False,2807356444,Lifuinthelib
Sat Jun 16 20:59:27 +0000 2018,0,1008091709979484160,,,6,False,"RT @RuthCarlyle: Professional registration with @CILIPinfo is first step to FEDIP membership with revalidation in past 12 months, evidence…",False,1963516321,KarenGovtKIM
Sat Jun 16 20:41:38 +0000 2018,0,1008087225811329024,,,7,False,RT @samanthaclare: Congratulations to the team st Taunton for first place in the Sally Hernando awards #hlg2018 (represented by Roxanne and…,False,2883035069,simongoldswort1
Sat Jun 16 20:31:10 +0000 2018,0,1008084591691862016,,,3,False,RT @lawilk: Brought to you by your innovative East of England Librarians @helse28 @WestSuffolkNHS #HLG2018 https://t.co/ps2ykdrddq,False,2891238909,rosiefinch111
Sat Jun 16 20:19:10 +0000 2018,0,1008081573281968129,,,5,False,RT @musgrovesompar: #HLG2018 @roxannehartq @improvementmph a full room for Roxanne speaking to health library professionals about her role…,False,4054146496,Greave5Caroline
Sat Jun 16 20:10:43 +0000 2018,0,1008079446837022723,,,8,False,"RT @NickPoole1: Hi @JonAshworth would you be able to help us promote #AMillionDecisions, the @CILIPinfo @NHS_HealthEdEng campaign showcasin…",False,19901701,samanthaclare
Sat Jun 16 19:48:01 +0000 2018,7,1008073730801758209,,,3,False,Brought to you by your innovative East of England Librarians @helse28 @WestSuffolkNHS #HLG2018 https://t.co/ps2ykdrddq,False,51822933,lawilk
Sat Jun 16 19:44:24 +0000 2018,0,1008072821715632128,,,1,False,RT @LouisafromtheRC: Listening to the presentation on Health information week 2-8th July follow @Healthinfoweek and use # HIW2018 for this…,False,123585377,Bibliosophus
Sat Jun 16 19:42:10 +0000 2018,0,1008072261901979649,,,4,False,RT @NickPoole1: Bidding fond farewell to #HLG2018 - duty calls elsewhere! Thanks @CILIPHLG for a really excellent and inspiring two days. I…,False,123585377,Bibliosophus
Sat Jun 16 19:29:18 +0000 2018,0,1008069022557097984,,,3,False,RT @smartlibraries: Nominate your library champion at the #HLG2018 😀 Who do you think shines in your library? The winner will be selected b…,False,539030541,Thompson241
Sat Jun 16 17:54:32 +0000 2018,1,1008045173060833281,,,0,False,#HLG2018 looking through photos- loved the game of Pointless https://t.co/gL8p8BSxcf,False,3355534132,JamesPjcjames
Sat Jun 16 17:46:56 +0000 2018,0,1008043259409682434,,,5,False,RT @suzwilson: Our #K2A article is included in @HILJnl virtual issue for @CILIPHLG #HLG2018 https://t.co/Ok24y8BrQA @sandidee25 @KMTmonitor…,False,54335361,iroberger
Sat Jun 16 17:24:24 +0000 2018,0,1008037590207827968,,,7,False,RT @mintyminns: ‘Libraryness’- not in any dictionary but we all know the impact it can have. #HLG2018,False,717284725,janecowell8
Sat Jun 16 16:59:53 +0000 2018,0,1008031421489930240,,,8,False,"RT @NickPoole1: Hi @JonAshworth would you be able to help us promote #AMillionDecisions, the @CILIPinfo @NHS_HealthEdEng campaign showcasin…",False,479349789,RuthCarlyle
Sat Jun 16 16:30:37 +0000 2018,3,1008024056422191107,1007979014617788416,1119215515,0,False,@HistoryMistress @NLPN_ Slides as well as recordings of the keynotes should be available next week #HLG2018,False,93244561,libs4nurs
Sat Jun 16 16:24:18 +0000 2018,0,1008022465501638656,,,3,False,RT @musgrovesompar: Outreach Librarian Siobhan and Improvement Librarian Roxanne in attendance at #HLG2018 Health Libraries Group Conferenc…,False,875719171413291010,improvementmph
Sat Jun 16 16:23:45 +0000 2018,0,1008022327387394050,,,5,False,RT @musgrovesompar: #HLG2018 @roxannehartq @improvementmph a full room for Roxanne speaking to health library professionals about her role…,False,875719171413291010,improvementmph
Sat Jun 16 16:06:54 +0000 2018,0,1008018084303687680,,,6,False,"RT @NickPoole1: Are you a #librarian or #infopro working in #healthcare? @CILIPinfo we're dedicated to showcasing your work, supporting you…",False,3243592624,jacquiglobal
Sat Jun 16 16:04:21 +0000 2018,0,1008017444047409153,,,6,False,"RT @MariaJGrant: Linked to the #HLG2018 theme, “Innovation, engagement and development: moving forward in health information settings” is t…",False,3114152345,AndrewB007h
Sat Jun 16 15:07:35 +0000 2018,0,1008003160659714048,,,4,False,RT @beccabex28: Loved 💖 #HLG2018 💖 So encouraging and inspiring to see just how much work and innovation is going on across our sectors. Ma…,False,376410212,CILIPHLG
Sat Jun 16 13:52:15 +0000 2018,0,1007984201977622528,,,13,False,"RT @RapidTVNews: 27% services have #HDR - 50% HDR10; 43% HLG 

Since 2017 virtually every TV can support  the two main HDR standards — PQ,…",False,3263247320,ScaleBusterPWC
Sat Jun 16 13:31:39 +0000 2018,2,1007979014617788416,1007933367243935744,600295031,0,False,@NLPN_ Yes #Hlg2018 was an amazing conference with lots of lib students and new professionals. Presentation slides… https://t.co/x7aduCgwlb,True,1119215515,HistoryMistress
Sat Jun 16 13:05:42 +0000 2018,0,1007972486091280384,,,1,False,"RT @DebsL72: #HLG2018 Gill's go to list of ""alternative"" sources. Sign up for DigitalHealth intelligence https://t.co/hl2x3EgVmq",False,758364865803214849,DejiHesu
Sat Jun 16 12:35:50 +0000 2018,0,1007964970561277952,,,2,False,RT @RDELibrary: The results of our Topic Guides usability study is on display as a poster @ national health librarians conference today #HL…,False,2304995712,prgelden
Sat Jun 16 11:57:47 +0000 2018,3,1007955394159923200,,,0,False,"#knowledge and #compassion make a credible, beautiful pairing in our leaders #canmedlibs thank you #HLG2018… https://t.co/ciRvoMGv4M",True,14236815,giustini
Sat Jun 16 11:53:32 +0000 2018,0,1007954323328860161,,,3,False,RT @LibrariandyW: Anyone at #HLG2018 yesterday - this is 1 of our #EngagingLibs @CarnegieUKTrust @wellcometrust projects we spoke about in…,False,479349789,RuthCarlyle
Sat Jun 16 11:52:40 +0000 2018,0,1007954107884285953,,,1,False,"RT @partylibrarian: Just back from an excellent couple of days at #HLG2018 Learnt a lot, laughed a lot, thank you to everyone who made this…",False,479349789,RuthCarlyle
Sat Jun 16 11:52:13 +0000 2018,0,1007953992687738880,,,14,False,"RT @Lynnebrarian: “Compassion without knowledge is useless, but knowledge without compassion is just as bad.” Compelling words from the mem…",False,20825151,NickPoole1
Sat Jun 16 11:51:51 +0000 2018,0,1007953902371835904,,,14,False,"RT @Lynnebrarian: “Compassion without knowledge is useless, but knowledge without compassion is just as bad.” Compelling words from the mem…",False,479349789,RuthCarlyle
Sat Jun 16 11:39:38 +0000 2018,0,1007950826848030725,,,14,False,RT @LeicPatientLib: Results of national clinical librarian impact study - Nearly 80% of respondents perceived a positive impact on patient…,False,19397671,pipdivall
Sat Jun 16 11:37:19 +0000 2018,16,1007950243546189824,,,1,False,"Our lovely Clinical Librarian, Lisa and her poster @Lifuinthelib @DHFTLibrary @DerbyHospitals #hlg2018 https://t.co/sASbIGzOQ7",False,3355534132,JamesPjcjames
Sat Jun 16 11:29:42 +0000 2018,0,1007948327940513792,,,3,False,RT @hflicence: Clinical librarian impact survey results show improved patient experience and clinical collaboration as result of evidence f…,False,3355534132,JamesPjcjames
Sat Jun 16 11:27:47 +0000 2018,12,1007947845641662464,,,1,False,"Just back from an excellent couple of days at #HLG2018 Learnt a lot, laughed a lot, thank you to everyone who made… https://t.co/6yYpG2H5yc",True,138431353,partylibrarian
Sat Jun 16 11:15:24 +0000 2018,4,1007944726451052544,1007940945927639040,811721658746736642,0,False,@TheDeafPariah Although the towels were indeed very nice I didn’t go that far!! But I did forget to include my blin… https://t.co/PQExPWyypK,True,19901701,samanthaclare
Sat Jun 16 11:09:26 +0000 2018,0,1007943227830304768,,,3,False,RT @KnockDoug: Delighted to see Richard Osborn receive the 2018 @CILIPHLG Cyril Barnard Award recipient #HLG2018 https://t.co/smDN79DGFb,False,839116392133705728,beccabex28
Sat Jun 16 10:57:43 +0000 2018,15,1007940278857224192,,,0,False,What’s the recommended 😄 conference haul? I think I’ve been quite restrained. #hlg2018 https://t.co/48ZWeOstNY,False,19901701,samanthaclare
Sat Jun 16 10:30:15 +0000 2018,0,1007933367243935744,,,0,False,Saturday scroll: Did you miss #hlg2018 this year? Or maybe you want to re-live the conference? Catch up with the conference via the hashtag,False,600295031,NLPN_
Sat Jun 16 10:18:42 +0000 2018,0,1007930458729000960,,,14,False,"RT @Lynnebrarian: “Compassion without knowledge is useless, but knowledge without compassion is just as bad.” Compelling words from the mem…",False,829613210047242240,LuceSinclair1
Sat Jun 16 10:04:07 +0000 2018,3,1007926787211440128,,,0,False,Thanks to everyone who came to the Indextra/MedHand stand during the CILIP HLG conference. Thanks for the interest… https://t.co/20PC9lupOb,True,1482306482,MedhandApps
Sat Jun 16 10:04:03 +0000 2018,0,1007926772107808769,,,3,False,"RT @KatieeLib: And finally... Luke Stevens-Burt from @CILIPinfo on FED-IP, health and care #informatics and connecting professional bodies…",False,20825151,NickPoole1
Sat Jun 16 10:03:58 +0000 2018,0,1007926749672497152,,,6,False,"RT @RuthCarlyle: Professional registration with @CILIPinfo is first step to FEDIP membership with revalidation in past 12 months, evidence…",False,20825151,NickPoole1
Sat Jun 16 09:49:18 +0000 2018,0,1007923061767770112,,,1,False,RT @Katonite: What’s been the first thing you wanted to know more about after  @CILIPHLG #HLG2018 ? For me it’s surprisingly been #blockcha…,False,477672968,yiwen_h
