id,retweeted_status.created_at,retweeted_status.favorite_count,retweeted_status.id,retweeted_status.in_reply_to_status_id,retweeted_status.in_reply_to_user_id,retweeted_status.retweet_count,retweeted_status.text,retweeted_status.truncated,retweeted_status.user.id
1126194495438061568,Wed May 08 18:31:10 +0000 2019,3,1126192836746072065,1126192155389759488,2517761154,1,"2/3 “What did you learn in the activity? If it does not match what you hoped to learn, what follow-up do you need t… https://t.co/V5EqdoHYrY",True,2517761154
1126194480309243906,Wed May 08 18:32:24 +0000 2019,4,1126193148571598849,1126192836746072065,2517761154,1,3/3 “Did you learn anything that changes how you understand your work and identity as a librarian? What do you want… https://t.co/tMpwoq2q3B,True,2517761154
1126192564397400065,Tue May 07 23:00:57 +0000 2019,4,1125898342008074242,,,1,Omg I need a #medlibs twitter cheat sheet! #MLAnet19,False,39556136
1126192518394208257,Tue May 07 19:17:01 +0000 2019,12,1125841985389117441,,,5,How can we offer data science support within libraries? @lisafederer suggests that program planning skills are just… https://t.co/Q1w5vDesOm,True,38039672
1126192176638119938,Wed May 08 16:39:32 +0000 2019,3,1126164744224813057,,,4,Poor teaching is a form of academic malpractice. So intense! And exactly why we need to be intentional about learning to teach. #MLAnet19,False,14672819
1126190117079650305,Mon May 06 17:26:05 +0000 2019,5,1125451680345202689,,,3,At lunch and learn with @third_iron to learn about LibKey and a way to make it easier to get articles full text and… https://t.co/mFLvTXO1Ka,True,13447862
1126190019104968706,Mon May 06 22:00:28 +0000 2019,6,1125520732598013959,,,4,Search strategies in a figure in the article are not really repeatable.  You can only retype it but not copy.… https://t.co/4ZjlczhcXP,True,20427463
1126189167925497856,Mon May 06 19:27:22 +0000 2019,23,1125482205575372802,,,4,Our #mlanet19 twitter sub-communities: a graph of who is interacting with whom on twitter. Perhaps an opportunity t… https://t.co/Ndva1wZ7eK,True,343416122
1126188365773144065,Wed May 08 16:39:32 +0000 2019,3,1126164744224813057,,,4,Poor teaching is a form of academic malpractice. So intense! And exactly why we need to be intentional about learning to teach. #MLAnet19,False,14672819
1126187612056715266,Wed May 08 14:49:05 +0000 2019,15,1126136948790321153,,,3,"Ugh! I could listen to @nadyaokamoto speak every week and be happy. As a professional woman under 30, I’m feeling -… https://t.co/dfzjZWisl0",True,2575200295
1126181288652824577,Wed May 08 14:56:27 +0000 2019,23,1126138800642691072,,,3,"When you grow up with domestic violence it becomes normalized.  @nadyaokamoto  Thinking of my sister, Anne Soehner,… https://t.co/2hTSyx9sJr",True,22968561
1126181205710450688,Tue May 07 18:31:59 +0000 2019,21,1125830652123918336,,,3,Very well-deserved!! #medlibs She had to leave #mlanet19 early to accept her award! https://t.co/oTJEVeK0Ly,False,133426346
1126181082213306369,Wed May 08 16:22:48 +0000 2019,0,1126160531528847361,,,3,"Rudeness and Medical Team Performance. - NCBI
https://t.co/WQKad12qTo The Impact of Rudeness on Medical Team Perfor… https://t.co/PLx3kVg8na",True,5618162
1126181031931858944,Mon May 06 19:20:47 +0000 2019,129,1125480548389007360,,,16,Lots of interest in my poster on using text analysis to generate search terms #mlanet19 https://t.co/S9lreKtm6g,False,30011833
1126180710438465536,Wed May 08 17:41:01 +0000 2019,3,1126180217557520384,1125592792284172288,714621514,1,"@sarahclarke138 @cnorton_infopro Did you land on @BD2KTCC ""Best Practices for Biomedical #ResearchDataManagement""?… https://t.co/V79FOMZ71d",True,314949953
1126180561737977856,Wed May 08 13:55:03 +0000 2019,13,1126123349661376512,,,2,Surprised &amp; disappointed that @MedLibAssn leadership did not publicly spend 5 minutes talking about the move to an… https://t.co/j3XPZRgpdh,True,43889883
1126180371656249345,Tue May 07 18:31:59 +0000 2019,21,1125830652123918336,,,3,Very well-deserved!! #medlibs She had to leave #mlanet19 early to accept her award! https://t.co/oTJEVeK0Ly,False,133426346
1126178819193200641,Tue May 07 19:17:01 +0000 2019,12,1125841985389117441,,,5,How can we offer data science support within libraries? @lisafederer suggests that program planning skills are just… https://t.co/Q1w5vDesOm,True,38039672
1126177582989357057,Wed May 08 16:54:16 +0000 2019,2,1126168452320911366,,,1,Check out Katie Watson online at https://t.co/cfSiKrxiJa  #mlanet19,False,39556136
1126177334577586176,Wed May 08 15:45:13 +0000 2019,2,1126151074765783040,,,2,"Improvisational theater skills: deep listening, careful observation, discovery and option generation, rapid respons… https://t.co/C1MzjTLSmw",True,39556136
1126177138745466880,Tue May 07 14:14:16 +0000 2019,19,1125765796280643584,,,4,Had a great productive Latino SIG meeting this morning! What a fun group!!!#medlibs #mlanet19 @evardell… https://t.co/UDflE5ECqN,True,14286634
1126177048131776513,Wed May 08 16:58:27 +0000 2019,4,1126169503350566915,,,3,Improv is not training to be perfect its about training to be the best you can in the situation  #mlanet19,False,39556136
1126176942296829953,Wed May 08 15:42:27 +0000 2019,6,1126150378389737472,,,2,"Docs and students who thought they were doing great, and then patients react #mlanet19 https://t.co/9jMytsTdfF",False,5618162
1126175151375171584,Wed May 08 16:19:17 +0000 2019,3,1126159646014746624,,,3,Learn how to live with ambiguity and understand that it’s ok to not know things. I’ve told my students that I’d rat… https://t.co/Ipje608mBx,True,14672819
1126175125618003970,Wed May 08 16:49:44 +0000 2019,3,1126167311352774656,,,2,"In improv for medical communication a group practiced team speaking in one word at a time, and one team-member alwa… https://t.co/aDP3j3Joht",True,3380748339
1126174885225611270,Wed May 08 16:15:48 +0000 2019,3,1126158770608975879,,,2,We need honest genuine interactions with each other and our healthcare providers  #mlanet19,False,39556136
1126173889665601538,Tue May 07 21:43:00 +0000 2019,4,1125878723935440896,,,1,".@ADDitudeMag published a list of the 10 worst jobs for people with ADHD and librarian was #5. However, the author… https://t.co/9yijfSHHvg",True,14286724
1126173366216536069,Tue May 07 14:25:37 +0000 2019,9,1125768654048628736,,,1,I agree. Perhaps some of the lib schools are culpable. Graduates might think they can get any library job. I get ap… https://t.co/QWf70gC1u2,True,13447862
1126172482917023744,Wed May 08 15:47:31 +0000 2019,3,1126151651079925761,1126150666567680000,3380748339,1,A budget-friendly guide would also be extraordinarily good. Real-world budget-friendly not “where to get your artis… https://t.co/ULHr1fqjro,True,3380748339
1126172260014985217,Wed May 08 15:48:32 +0000 2019,7,1126151907872006144,,,2,“Just try it. What is the worst that could happen?” One of the best takeaways from improv. #mlanet19,False,41206643
1126171674834014208,Tue May 07 19:17:05 +0000 2019,11,1125842002325704704,,,3,"“Oh youre so young” yes, its a microaggression #mlanet19",False,39556136
1126171631456530432,Wed May 08 14:37:24 +0000 2019,14,1126134007413059584,,,2,Had a great time at #mlanet19 in Chi-Town! Reconnected with my frolleagues and made new ones. Thanks @MedLibAssn fo… https://t.co/ClD888fZth,True,3331772009
1126170752191991809,Wed May 08 16:59:50 +0000 2019,2,1126169853390467072,,,1,Graphic medicine is getting a shout out #mlanet19,False,39556136
1126170220912095234,Wed May 08 16:56:53 +0000 2019,4,1126169108540686341,,,4,We had a really good session on #improv in patient care and medical student education! And medical librarianship.… https://t.co/cnbvyHIBD0,True,3380748339
1126169792287780871,Wed May 08 16:58:27 +0000 2019,4,1126169503350566915,,,3,Improv is not training to be perfect its about training to be the best you can in the situation  #mlanet19,False,39556136
1126169544630919168,Wed May 08 16:58:27 +0000 2019,4,1126169503350566915,,,3,Improv is not training to be perfect its about training to be the best you can in the situation  #mlanet19,False,39556136
1126169434316582912,Wed May 08 16:57:35 +0000 2019,8,1126169286257541120,,,1,At first I wasn’t into this improv discussion but now I want to bring this to work at my library #mlanet19 I think… https://t.co/r3Y3UWnQrc,True,39556136
1126169406655090688,Wed May 08 16:57:32 +0000 2019,6,1126169272466792450,,,2,"not safe spaces, but brave spaces, where we agree to be vulnerable together. - Katie Watson #MLANet19",False,343416122
1126169389999579136,Wed May 08 16:56:35 +0000 2019,2,1126169034054090752,,,1,On Immunity | Graywolf Press #mlanet19 Also Pandora’s lab by Dr. Offit https://t.co/GTGaGej3KW,False,265517884
1126169361234976769,Wed May 08 16:56:53 +0000 2019,4,1126169108540686341,,,4,We had a really good session on #improv in patient care and medical student education! And medical librarianship.… https://t.co/cnbvyHIBD0,True,3380748339
1126169335335141377,Wed May 08 16:56:53 +0000 2019,4,1126169108540686341,,,4,We had a really good session on #improv in patient care and medical student education! And medical librarianship.… https://t.co/cnbvyHIBD0,True,3380748339
1126169292402245632,Wed May 08 16:57:32 +0000 2019,6,1126169272466792450,,,2,"not safe spaces, but brave spaces, where we agree to be vulnerable together. - Katie Watson #MLANet19",False,343416122
1126169206205054976,Wed May 08 16:55:32 +0000 2019,3,1126168768420491265,,,1,https://t.co/Fi33o1lYrg contains exercises that can be used in your own training #mlanet19,False,20427463
1126169007399342080,Wed May 08 16:54:42 +0000 2019,2,1126168559695159296,,,2,"""When someone hands me a pail of white, I say I know there's a whole world of color out there. Bring it.""  #mlanet19",False,5618162
1126168588543356928,Wed May 08 16:54:42 +0000 2019,2,1126168559695159296,,,2,"""When someone hands me a pail of white, I say I know there's a whole world of color out there. Bring it.""  #mlanet19",False,5618162
1126168328932872195,Wed May 08 16:53:06 +0000 2019,2,1126168155934658560,,,1,Walls don’t have to be white  #mlanet19,False,39556136
1126168287635808266,Wed May 08 16:44:54 +0000 2019,1,1126166095197548549,,,2,Cycling: A Guide to Menstruation https://t.co/B5cNDAZ47y Menstrupedia – Your Guide to Healthy Periods… https://t.co/eiq6BUX4Qs,True,5618162
1126168087798136832,Wed May 08 16:51:39 +0000 2019,6,1126167791063764993,,,3,You are the keepers of the facts. You are the heroes. #mlanet19,False,14758570
1126168059071406083,Wed May 08 16:51:47 +0000 2019,2,1126167826530742273,,,2,Improv taught me about honesty. ~ Katie Watson #mlanet19,False,41206643
1126168026968154112,Wed May 08 16:52:06 +0000 2019,5,1126167906696474624,,,2,"""You are the keepers of the facts. You are my heroes for this reason. I hope you practice evidence based medicine.… https://t.co/plfVME1Lfp",True,5618162
1126168000183271426,Wed May 08 16:51:47 +0000 2019,2,1126167826530742273,,,2,Improv taught me about honesty. ~ Katie Watson #mlanet19,False,41206643
1126167964057853953,Wed May 08 16:52:06 +0000 2019,5,1126167906696474624,,,2,"""You are the keepers of the facts. You are my heroes for this reason. I hope you practice evidence based medicine.… https://t.co/plfVME1Lfp",True,5618162
1126167954155036673,Wed May 08 16:51:39 +0000 2019,6,1126167791063764993,,,3,You are the keepers of the facts. You are the heroes. #mlanet19,False,14758570
1126167950392725504,Wed May 08 14:05:53 +0000 2019,7,1126126074826506240,,,3,"Asking homeless women, ""What is the biggest challenge in your life?"" Universally, period poverty. Having to literal… https://t.co/Y0ps8r8kxX",True,5618162
1126167941056270336,Wed May 08 16:51:42 +0000 2019,2,1126167806595219457,,,1,Improv taught be about honesty both factual and emotional  #mlanet19,False,39556136
1126167889340510208,Wed May 08 16:51:39 +0000 2019,6,1126167791063764993,,,3,You are the keepers of the facts. You are the heroes. #mlanet19,False,14758570
1126167864405307392,Wed May 08 16:51:22 +0000 2019,2,1126167722805665797,,,1,You are keepers of the facts #medlibs #librarians #mlanet19,False,39556136
1126167808172331009,Wed May 08 16:49:45 +0000 2019,5,1126167316113362944,,,4,Risking failure makes you bulletproof. Let's all take risks! #mlanet19,False,4167450861
1126167768049618944,Wed May 08 16:50:50 +0000 2019,0,1126167588403335168,,,1,Katie Watson reminding us of the real importance of talking about/focusing on/examing the ordinary incidences of th… https://t.co/kyX3Ru6a6I,True,41206643
1126167743722602496,Wed May 08 16:50:55 +0000 2019,1,1126167606401077254,,,1,“I dunno. I feel like I have something to say about abortion.” Replying to “we debated abortion in the 60s; it was… https://t.co/YCotRauc4F,True,5618162
1126167639234158592,Wed May 08 16:47:55 +0000 2019,0,1126166851401203713,,,1,Deep listening: Scarlet A required research and speaker heard disconnect between public and clinical sphere  #mlanet19,False,39556136
1126167568358739968,Wed May 08 16:49:44 +0000 2019,3,1126167311352774656,,,2,"In improv for medical communication a group practiced team speaking in one word at a time, and one team-member alwa… https://t.co/aDP3j3Joht",True,3380748339
1126167553565442049,Wed May 08 16:49:45 +0000 2019,5,1126167316113362944,,,4,Risking failure makes you bulletproof. Let's all take risks! #mlanet19,False,4167450861
1126167518165524481,Wed May 08 15:54:14 +0000 2019,7,1126153344802750464,,,4,8 years of data say students would recommend medical improv to other med students! The health humanities really ARE… https://t.co/msk0sUO9Kw,True,3380748339
1126167506488561664,Wed May 08 16:49:45 +0000 2019,5,1126167316113362944,,,4,Risking failure makes you bulletproof. Let's all take risks! #mlanet19,False,4167450861
1126167410841722881,Wed May 08 16:49:45 +0000 2019,5,1126167316113362944,,,4,Risking failure makes you bulletproof. Let's all take risks! #mlanet19,False,4167450861
1126167356848451584,Wed May 08 16:48:53 +0000 2019,1,1126167094947647488,,,1,Extreme cases are the cases that are often brough to light but they are likely less than 5% of all abortion cases  #mlanet19,False,39556136
1126167295116627970,Wed May 08 16:48:36 +0000 2019,10,1126167023195754496,,,1,"This whole book is a ""yes and"" to everyone who would limit the right to bodily integrity #mlanet19 https://t.co/xNXtquVD83",False,14758570
1126166622408982528,Wed May 08 16:44:59 +0000 2019,4,1126166116198383617,,,2,Remembering a time when a doctor clearly didn’t have it and my toddler son was the patient. Basic oversights can be… https://t.co/5BaPRYB8SL,True,21130802
1126166589781479424,Wed May 08 16:42:51 +0000 2019,7,1126165578211717120,,,3,"#mlanet19 has included references and/or performances of Rent, Cabaret, Auntie Mame, and My Fair Lady, and I LOVE it! 🎶",False,14286724
1126166575080509440,Wed May 08 16:44:18 +0000 2019,1,1126165942747242496,,,1,Improv was born in Chicago! #MLAnet19,False,4561161202
1126166552846458885,Wed May 08 16:44:59 +0000 2019,4,1126166116198383617,,,2,Remembering a time when a doctor clearly didn’t have it and my toddler son was the patient. Basic oversights can be… https://t.co/5BaPRYB8SL,True,21130802
1126166518977503239,Wed May 08 16:43:55 +0000 2019,1,1126165844810240000,,,2,Improv was born in Chicago during WPA movement to help immigrate children learn through play  #mlanet19,False,39556136
1126166496118542337,Wed May 08 16:42:51 +0000 2019,7,1126165578211717120,,,3,"#mlanet19 has included references and/or performances of Rent, Cabaret, Auntie Mame, and My Fair Lady, and I LOVE it! 🎶",False,14286724
1126166478905053185,Wed May 08 16:44:54 +0000 2019,1,1126166093666684928,,,1,lol Imagining a professor using creative techniques and constructive play is Auntie Mame and assuming medical dean… https://t.co/4GBdCpyh98,True,3380748339
1126166475100839936,Wed May 08 16:43:55 +0000 2019,1,1126165844810240000,,,2,Improv was born in Chicago during WPA movement to help immigrate children learn through play  #mlanet19,False,39556136
1126166431647830022,Wed May 08 16:44:54 +0000 2019,1,1126166095197548549,,,2,Cycling: A Guide to Menstruation https://t.co/B5cNDAZ47y Menstrupedia – Your Guide to Healthy Periods… https://t.co/eiq6BUX4Qs,True,5618162
1126166330330288128,Wed May 08 16:41:11 +0000 2019,9,1126165158823378949,,,2,Katie Watson has given me about a month’s worth of good reading via this keynote. TY to the NPC for inviting her. #mlanet19,False,41206643
1126166314844872708,Wed May 08 16:40:57 +0000 2019,1,1126165097531965440,,,2,Improv is the philosophy of abundance  #mlanet19 Try do it go!,False,39556136
1126166283060490240,Wed May 08 16:41:11 +0000 2019,9,1126165158823378949,,,2,Katie Watson has given me about a month’s worth of good reading via this keynote. TY to the NPC for inviting her. #mlanet19,False,41206643
1126166207416209409,Wed May 08 16:39:18 +0000 2019,7,1126164682287529985,,,2,“Academic malpractice.” AMEN! #mlanet19 https://t.co/28xDHUn17f,False,41206643
1126166196175482880,Wed May 08 16:39:32 +0000 2019,3,1126164744224813057,,,4,Poor teaching is a form of academic malpractice. So intense! And exactly why we need to be intentional about learning to teach. #MLAnet19,False,14672819
1126166187409276929,Wed May 08 16:39:50 +0000 2019,1,1126164820376653825,,,3,"Tone, body language, and other cues can make serious sound criticizing (or curious sound flirtatious). Improv and p… https://t.co/42AQ1y5bnt",True,3380748339
1126166177141673985,Wed May 08 16:39:50 +0000 2019,1,1126164820376653825,,,3,"Tone, body language, and other cues can make serious sound criticizing (or curious sound flirtatious). Improv and p… https://t.co/42AQ1y5bnt",True,3380748339
1126165848731856896,Wed May 08 16:43:19 +0000 2019,3,1126165693857259521,,,1,Constructive play - we call this Montessori now  #mlanet19 haha love it!,False,39556136
1126165798643490817,Wed May 08 15:53:45 +0000 2019,3,1126153222060683265,,,3,Watson’s work on improv in medical education: https://t.co/yvOcMok6s7 #mlanet19,False,39556136
1126165527582388224,Wed May 08 16:36:06 +0000 2019,1,1126163877794844672,,,1,"We mistake curious for flirtatious, which can be difficult at work #mlanet19",False,20427463
1126165482149699585,Wed May 08 16:36:59 +0000 2019,1,1126164101036740609,,,1,Medical students find improv like a drill and a cross training  #mlanet19,False,39556136
1126165406333403136,Wed May 08 16:38:59 +0000 2019,5,1126164603854049282,,,1,"“Make no mistake, these lion cubs are training to kill you. But right now it just looks like funsies.” #mlanet19 https://t.co/P6XJwCWegr",False,19733088
1126165351757221889,Wed May 08 16:39:32 +0000 2019,3,1126164744224813057,,,4,Poor teaching is a form of academic malpractice. So intense! And exactly why we need to be intentional about learning to teach. #MLAnet19,False,14672819
1126165335563034624,Wed May 08 16:39:50 +0000 2019,1,1126164820376653825,,,3,"Tone, body language, and other cues can make serious sound criticizing (or curious sound flirtatious). Improv and p… https://t.co/42AQ1y5bnt",True,3380748339
1126165295364739072,Wed May 08 16:40:19 +0000 2019,0,1126164938416893952,,,2,Train-the-trainer program started to provide the tacit learning that can't be provided just by handing over a sylla… https://t.co/Ry3fQUSQ3t,True,343416122
1126165211059302408,Wed May 08 16:40:57 +0000 2019,1,1126165097531965440,,,2,Improv is the philosophy of abundance  #mlanet19 Try do it go!,False,39556136
1126165143333765120,Wed May 08 16:40:19 +0000 2019,0,1126164938416893952,,,2,Train-the-trainer program started to provide the tacit learning that can't be provided just by handing over a sylla… https://t.co/Ry3fQUSQ3t,True,343416122
1126164744707112960,Wed May 08 16:39:18 +0000 2019,7,1126164682287529985,,,2,“Academic malpractice.” AMEN! #mlanet19 https://t.co/28xDHUn17f,False,41206643
1126164686913855488,Wed May 08 16:38:45 +0000 2019,3,1126164546601746433,,,2,"Lion cubs do play, but don't be mistaken - they are training to kill you. - Katie Watson  #mlanet19 #TheValueOfPlay",False,343416122
1126164647055450113,Wed May 08 16:38:11 +0000 2019,4,1126164404654022664,,,1,"These lion cubs, don't be mistaken, they're training to kill you! But it's all for funsies now. #mlanet19",False,14758570
1126164621822439425,Wed May 08 16:38:17 +0000 2019,2,1126164428926406656,,,1,Play is a powerful tool for learning. I love this concept! #MLAnet19,False,14672819
1126164595893243904,Wed May 08 16:38:45 +0000 2019,3,1126164546601746433,,,2,"Lion cubs do play, but don't be mistaken - they are training to kill you. - Katie Watson  #mlanet19 #TheValueOfPlay",False,343416122
1126164184440475648,Wed May 08 16:36:12 +0000 2019,2,1126163904604835841,,,1,Are you having two conversations or one? Verbal and emotional?  #mlanet19,False,39556136
1126164080438411265,Wed May 08 16:25:27 +0000 2019,1,1126161198980960256,,,2,Rudeness impacts cognition and ability  #mlanet19 https://t.co/r8eYfSK6HM,False,479973472
1126163968995753984,Wed May 08 16:35:37 +0000 2019,3,1126163757196029956,,,1,I love the idea “easy plus easy is hard”! Respect the difficulty of the task. Two easy things together are not easy… https://t.co/nztbsesu0L,True,3380748339
1126163960175132672,Wed May 08 16:35:43 +0000 2019,3,1126163781623717888,1125847948162674689,38039672,1,@alexjcarroll @krisalpi great question! all of our #RDM workshops are co-taught! mostly me and my archivist colleag… https://t.co/N7jANJCRax,True,314949953
1126163691790053377,Wed May 08 16:33:37 +0000 2019,1,1126163254970073088,1126162322500849664,39556136,1,@hurstej I’m glad that I did! It’s like the best speakers were intentionally saved for the last day! #MLANet19,False,4561161202
1126163674933153793,Tue May 07 21:59:13 +0000 2019,8,1125882807274934272,,,4,Diversity in Degrees - health science libraries can benefit from hiring medical professionals as subject specialist… https://t.co/Lm630iZxCe,True,3110942538
1126163669803511808,Wed May 08 16:34:08 +0000 2019,0,1126163382804070402,1126097105775419393,19733088,1,"@LibraryatNight Take the El to the airports, blue line to O'Hare and orange to Midway #mlanet19",False,14758570
1126163654993481731,Wed May 08 16:34:09 +0000 2019,7,1126163389003251712,,,1,"Hey #MLANET19 - I’m on my way to  O’Hare, but it was so great to see you and learn from you!",False,2425619845
1126163634638528512,Wed May 08 16:34:21 +0000 2019,2,1126163439657861120,,,1,"Easy + easy equals hard. Do a conversation where one personstarts with A, next one starts wit B. Very difficult, ju… https://t.co/0NEJSVgrmt",True,20427463
1126163625822105602,Wed May 08 16:34:22 +0000 2019,1,1126163441444708352,,,1,"""Medicine requires a high EQ"" - Katie Watson #mlanet19",False,343416122
1126163575075155970,Wed May 08 16:24:10 +0000 2019,6,1126160875612712961,,,2,Rudeness adversely affects your cognitive function. And leads to worse medical outcomes. Riskin et al. Pediatrics (… https://t.co/UN2h7kWesJ,True,343416122
1126163565717721089,Wed May 08 14:09:28 +0000 2019,4,1126126976941666304,,,2,It would have been nice to know about the changes and why instead of “hey here are these people from MCI they are n… https://t.co/7QFGbakpcP,True,13447862
1126163513167056896,Wed May 08 16:33:25 +0000 2019,2,1126163203120144384,,,1,"Improv highlights that ""Easy Plus Easy Equals HARD""  #mlanet19",False,5618162
1126163425338568704,Wed May 08 16:26:14 +0000 2019,2,1126161394838188032,,,2,"Stage-appropriate stupid!! “Stupid” is normal as a learner. Students, be ok with a “stupid” feeling! You’re not sup… https://t.co/esLCXeHb9Q",True,3380748339
1126163405126160384,Wed May 08 16:26:19 +0000 2019,7,1126161416065515520,,,3,"""Who's on the (health care) team and why don't we ever mention the patient as a team member?"" - Katie Watson 🙌🙌🙌 #mlanet19",False,14286724
1126163386176290822,Wed May 08 16:26:30 +0000 2019,1,1126161464031625216,,,1,4. Medicine requires flexibility and creativity  #mlanet19,False,39556136
1126163367729741824,Wed May 08 16:26:48 +0000 2019,1,1126161539856306178,,,1,"""Advanced communication skills require spontaneous reformatting. Not throwing away the goals of the conevrsaotin""  #mlanet19",False,5618162
1126163327623880704,Wed May 08 16:28:50 +0000 2019,3,1126162048633716738,,,1,Never risk your life or your family member’s life to be compliant  #mlanet19,False,39556136
1126163173747372032,Wed May 08 16:29:35 +0000 2019,1,1126162237218066433,,,1,It was great to see everyone at  #mlanet19,False,39556136
1126163000145133568,Wed May 08 15:46:44 +0000 2019,3,1126151456283856898,,,2,One of the reactions from my keynote speech this morning at #mlanet19 - w medical librarians from around the countr… https://t.co/Q2Nbv0CBUq,True,2617913620
1126162957270966272,Wed May 08 12:10:46 +0000 2019,6,1126097105775419393,,,3,"Hey #mlanet19 folks leaving today, Lyft &amp; Uber drivers are striking. I plan to make alternate arrangements instead… https://t.co/1dTk6DeIzy",True,19733088
1126162849045327872,Wed May 08 13:54:37 +0000 2019,4,1126123240932483073,,,1,In what fresh hell is it acceptable for housekeeping to knock on my door at 8:30am. I know I’m checking out today b… https://t.co/95PQfyZcDn,True,13447862
1126162841583738880,Wed May 08 13:53:35 +0000 2019,1,1126122981737082880,,,1,Time to catch the shuttle. Sad to see #mlanet19 come to an end! What a great experience. Thanks for all the knowledge y’all! ❤️,False,1125866124879564801
1126162822566699008,Wed May 08 14:08:02 +0000 2019,6,1126126615015100422,,,2,"Sad to hear that ""Period poverty"" is even a thing. #mlanet19",False,14758570
1126162764643414024,Wed May 08 14:09:28 +0000 2019,4,1126126976941666304,,,2,It would have been nice to know about the changes and why instead of “hey here are these people from MCI they are n… https://t.co/7QFGbakpcP,True,13447862
1126162739615944704,Wed May 08 14:10:38 +0000 2019,5,1126127271109111808,,,3,Project is just not about giving out period products but also educating folks. Boys don’t learn about periods in a way they should #mlanet19,False,45623221
1126162722918490113,Wed May 08 14:11:51 +0000 2019,7,1126127576345395200,,,4,"Love ""other menstruators"" &lt;-- girls/women aren't the only people who menstruate! #mlanet19",False,839860331656642560
1126162707831513090,Wed May 08 14:13:33 +0000 2019,1,1126128004634226689,,,1,Talking periods with Nadya Okamoto! Luxury tax on period hygiene products is ridiculous #mlanet19,False,364517662
1126162683408068608,Wed May 08 14:13:50 +0000 2019,7,1126128075689930752,,,2,"Every time I made an older, cisgendered white male uncomfortable, I said ""You're the problem!"" #mlanet19",False,14758570
1126162662969282561,Wed May 08 14:14:50 +0000 2019,4,1126128326890917889,,,1,.@nadyaokamoto outlines her information needs and how she addressed then: she Googled how to set up a not-for-profi… https://t.co/S2RKRPS3bE,True,14286724
1126162631893704707,Wed May 08 14:19:27 +0000 2019,3,1126129489543671808,,,1,This movement isn’t just about periods end goal is gender equality and equity #mlanet19,False,45623221
1126162617565941760,Wed May 08 14:19:33 +0000 2019,2,1126129513568641026,,,1,Nadya Okamoto - this is also about health literacy - and the end goal is gender equity #mlanet19 https://t.co/LOzrp1wjCJ,False,479973472
1126162595227078658,Wed May 08 14:20:00 +0000 2019,0,1126129627263590400,,,2,Menstrual movement is ultimately about gender equity and equality #MLANet19,False,2517761154
1126162587866079232,Wed May 08 14:20:04 +0000 2019,2,1126129644204437505,,,1,The Menstrual Movement's end goal is for gender equality &amp; equity. #mlanet19,False,4167450861
