created_at,favorite_count,id,in_reply_to_status_id,in_reply_to_user_id,retweet_count,retweeted,text,truncated,user.id,user.screen_name
Wed May 08 19:32:24 +0000 2019,0,1126208246614773760,,,0,False,RT @janicekung: Generation Z's average attention span = 8 seconds #mlanet19,False,875529961309970436,oponiak
Wed May 08 19:28:11 +0000 2019,0,1126207183010639872,,,4,False,RT @Z669_E9: We had a really good session on #improv in patient care and medical student education! And medical librarianship. https://t.co…,False,996432010385281025,AudreyHorner6
Wed May 08 19:24:56 +0000 2019,0,1126206366698430465,,,2,False,"RT @ChrisTheCat: The description of a patient being ""bludgeoned with data"" is powerful and scary. #mlanet19",False,343416122,oxpeter
Wed May 08 19:24:36 +0000 2019,3,1126206284053790721,,,0,False,"Dear @nadyaokamoto, thank you for a great talk at #mlanet19! You were inspiring! I want you to know that conference… https://t.co/M5IpRBhiFq",True,611367496,Basia_Delawska
Wed May 08 19:16:33 +0000 2019,3,1126204256174968832,,,0,False,I finally bought a souvenir. BINGO!!! #mlanet19 https://t.co/cvSFEGeqE6,False,41206643,mandosally
Wed May 08 19:13:36 +0000 2019,0,1126203517033750529,,,0,False,Until next time #MLAnet19! Thanks for an amazing conference. #loex2019 here I come ✈️🛫,False,1260153992,724PhillipsK
Wed May 08 19:05:05 +0000 2019,4,1126201370946805765,,,0,False,Thanks Chicago! Great #MLAnet19 but ready to head home...,False,4760091558,lisam695
Wed May 08 19:03:49 +0000 2019,3,1126201052452261889,,,0,False,"Thank you, @ahahospitals Resource Center, for providing an Open House for #mlanet19 attendees. https://t.co/rsYr013mdN",False,4561161202,akaur0
Wed May 08 19:02:13 +0000 2019,0,1126200652248571904,,,0,False,"Bye, Chicago! It’s been fun, #mlanet19! 😘 https://t.co/9IMNoAcPZI",False,1093305900666966017,silentsstars
Wed May 08 18:58:45 +0000 2019,0,1126199778407272453,,,3,False,RT @meansell: Honestly I think that those levels of self have always existed - we've always behaved differently with our boss than with our…,False,67984705,LibGirl09
Wed May 08 18:58:12 +0000 2019,0,1126199637830975488,,,4,False,RT @mellanye: Period tax in your state?  #mlanet19 https://t.co/e2oixeL8eS,False,714621514,sarahclarke138
Wed May 08 18:56:56 +0000 2019,0,1126199320129277964,,,8,False,RT @shdejones: More States Move To End 'Tampon Tax' That's Seen As Discriminating Against Women https://t.co/Caav8v16qM #MLAnet19,False,460857929,wonderbrarian
Wed May 08 18:38:23 +0000 2019,1,1126194651122343937,1126178599160242176,961311322603425792,0,False,@bgreen1005 Probably Health Humanities Caucus now. :) #mlanet19,False,5618162,pfanderson
Wed May 08 18:37:46 +0000 2019,0,1126194495438061568,,,1,False,"RT @JoleneMiller419: 2/3 “What did you learn in the activity? If it does not match what you hoped to learn, what follow-up do you need to d…",False,5618162,pfanderson
Wed May 08 18:37:42 +0000 2019,0,1126194480309243906,,,1,False,RT @JoleneMiller419: 3/3 “Did you learn anything that changes how you understand your work and identity as a librarian? What do you want to…,False,5618162,pfanderson
Wed May 08 18:37:16 +0000 2019,1,1126194371907526656,,,0,False,"Check this out on Wakelet - #MLAnet19, Wednesday AM via @wakelet I'll try to inventory and sort things better later… https://t.co/BSgjkgN1Ps",True,5618162,pfanderson
Wed May 08 18:32:24 +0000 2019,4,1126193148571598849,1126192836746072065,2517761154,1,False,3/3 “Did you learn anything that changes how you understand your work and identity as a librarian? What do you want… https://t.co/tMpwoq2q3B,True,2517761154,JoleneMiller419
Wed May 08 18:31:10 +0000 2019,3,1126192836746072065,1126192155389759488,2517761154,1,False,"2/3 “What did you learn in the activity? If it does not match what you hoped to learn, what follow-up do you need t… https://t.co/V5EqdoHYrY",True,2517761154,JoleneMiller419
Wed May 08 18:31:08 +0000 2019,4,1126192829959671810,1125898342008074242,39556136,0,False,"@hurstej We should do this next year! Make a #medlibs list from regular chat participants, and make it easier to us… https://t.co/TqpOcrVrRE",True,5618162,pfanderson
Wed May 08 18:30:05 +0000 2019,0,1126192564397400065,,,1,False,RT @hurstej: Omg I need a #medlibs twitter cheat sheet! #MLAnet19,False,5618162,pfanderson
Wed May 08 18:29:54 +0000 2019,0,1126192518394208257,,,5,False,RT @alexjcarroll: How can we offer data science support within libraries? @lisafederer suggests that program planning skills are just as im…,False,343416122,oxpeter
Wed May 08 18:28:33 +0000 2019,0,1126192176638119938,,,4,False,RT @blevinsa: Poor teaching is a form of academic malpractice. So intense! And exactly why we need to be intentional about learning to teac…,False,343416122,oxpeter
Wed May 08 18:27:50 +0000 2019,0,1126191999223250944,,,0,False,Word of warning to #MLAnet19 folks traveling with the spice set we got at the EBSCO party: if it’s not in your chec… https://t.co/Yk6BNe9Oc6,True,19733088,LibraryatNight
Wed May 08 18:27:44 +0000 2019,2,1126191971377274880,1126123349661376512,43889883,0,False,"@tlknott @MedLibAssn Could make a good webinar, virtual open forum that those who could not attend the annual meeti… https://t.co/hN4ca2dPKd",True,19324624,CarolinaFan1982
Wed May 08 18:20:22 +0000 2019,0,1126190117079650305,,,3,False,RT @krafty: At lunch and learn with @third_iron to learn about LibKey and a way to make it easier to get articles full text and beat SciHub…,False,742076562,AmyStuder1
Wed May 08 18:19:58 +0000 2019,0,1126190019104968706,,,4,False,"RT @wichor: Search strategies in a figure in the article are not really repeatable.  You can only retype it but not copy. #mlanet19
Supplem…",False,742076562,AmyStuder1
Wed May 08 18:16:35 +0000 2019,0,1126189167925497856,,,4,False,RT @oxpeter: Our #mlanet19 twitter sub-communities: a graph of who is interacting with whom on twitter. Perhaps an opportunity to engage wi…,False,742076562,AmyStuder1
Wed May 08 18:13:24 +0000 2019,0,1126188365773144065,,,4,False,RT @blevinsa: Poor teaching is a form of academic malpractice. So intense! And exactly why we need to be intentional about learning to teac…,False,742076562,AmyStuder1
Wed May 08 18:11:04 +0000 2019,2,1126187776251187201,1126170747645366273,39556136,0,False,@hurstej Thanks for all your reporting! It provides another great resource of what went on at #mlanet19. Enjoying l… https://t.co/mZaNO5KdvV,True,343416122,oxpeter
Wed May 08 18:10:24 +0000 2019,0,1126187612056715266,,,3,False,"RT @HannaSchmillen: Ugh! I could listen to @nadyaokamoto speak every week and be happy. As a professional woman under 30, I’m feeling - to…",False,742076562,AmyStuder1
Wed May 08 18:04:02 +0000 2019,2,1126186009203548160,,,0,False,What did period poverty look like? #mlanet19 Nadya shared her stories and how she decided to create the non-profit… https://t.co/DHiOLTzFWj,True,12249092,lwu5
Wed May 08 17:45:17 +0000 2019,0,1126181288652824577,,,3,False,"RT @csoehner: When you grow up with domestic violence it becomes normalized.  @nadyaokamoto  Thinking of my sister, Anne Soehner, who was k…",False,961311322603425792,bgreen1005
Wed May 08 17:44:57 +0000 2019,0,1126181205710450688,,,3,False,RT @sarahdactyl: Very well-deserved!! #medlibs She had to leave #mlanet19 early to accept her award! https://t.co/oTJEVeK0Ly,False,961311322603425792,bgreen1005
Wed May 08 17:44:28 +0000 2019,0,1126181082213306369,,,3,False,"RT @pfanderson: Rudeness and Medical Team Performance. - NCBI
https://t.co/WQKad12qTo The Impact of Rudeness on Medical Team Performance: A…",False,17099823,clayfisher
Wed May 08 17:44:16 +0000 2019,0,1126181031931858944,,,16,False,RT @bethany_mcgowan: Lots of interest in my poster on using text analysis to generate search terms #mlanet19 https://t.co/S9lreKtm6g,False,720658747,aglibrarian
Wed May 08 17:42:59 +0000 2019,0,1126180710438465536,,,1,False,"RT @jgolds2: @sarahclarke138 @cnorton_infopro Did you land on @BD2KTCC ""Best Practices for Biomedical #ResearchDataManagement""? You can exp…",False,715679083749748736,BD2KTCC
Wed May 08 17:42:48 +0000 2019,0,1126180664070504449,1126175848338530304,1299673800,0,False,Also interested in how #Database vendors are handling #voice searching: @clarivate @ElsevierConnect @nlm_news @NCBI… https://t.co/4Y73Wugjpj,True,1299673800,thartman2u
Wed May 08 17:42:23 +0000 2019,0,1126180561737977856,,,2,False,RT @tlknott: Surprised &amp; disappointed that @MedLibAssn leadership did not publicly spend 5 minutes talking about the move to an association…,False,50086477,s_schulte
Wed May 08 17:41:38 +0000 2019,0,1126180371656249345,,,3,False,RT @sarahdactyl: Very well-deserved!! #medlibs She had to leave #mlanet19 early to accept her award! https://t.co/oTJEVeK0Ly,False,14758570,ChrisTheCat
Wed May 08 17:41:01 +0000 2019,3,1126180217557520384,1125592792284172288,714621514,1,False,"@sarahclarke138 @cnorton_infopro Did you land on @BD2KTCC ""Best Practices for Biomedical #ResearchDataManagement""?… https://t.co/V79FOMZ71d",True,314949953,jgolds2
Wed May 08 17:35:28 +0000 2019,0,1126178819193200641,,,5,False,RT @alexjcarroll: How can we offer data science support within libraries? @lisafederer suggests that program planning skills are just as im…,False,799662255621013504,jcoliverAZ
Wed May 08 17:34:36 +0000 2019,6,1126178599160242176,,,0,False,#mlanet19 Health Humanities SIG https://t.co/6kJgaPZcXF,False,961311322603425792,bgreen1005
Wed May 08 17:30:33 +0000 2019,0,1126177582989357057,,,1,False,RT @hurstej: Check out Katie Watson online at https://t.co/cfSiKrxiJa  #mlanet19,False,1299673800,thartman2u
Wed May 08 17:29:34 +0000 2019,0,1126177334577586176,,,2,False,"RT @hurstej: Improvisational theater skills: deep listening, careful observation, discovery and option generation, rapid response in uncert…",False,875529961309970436,oponiak
Wed May 08 17:28:52 +0000 2019,2,1126177159586942976,1126123349661376512,43889883,0,False,@tlknott @MedLibAssn So am I. This is a significant change and I think we need much more info about it. #mlanet19,False,50086477,s_schulte
Wed May 08 17:28:47 +0000 2019,0,1126177138745466880,,,4,False,RT @brenda_linares: Had a great productive Latino SIG meeting this morning! What a fun group!!!#medlibs #mlanet19 @evardell @chicalibrarian…,False,961311322603425792,bgreen1005
Wed May 08 17:28:26 +0000 2019,0,1126177048131776513,,,3,False,RT @hurstej: Improv is not training to be perfect its about training to be the best you can in the situation  #mlanet19,False,1299673800,thartman2u
Wed May 08 17:28:01 +0000 2019,0,1126176942296829953,,,2,False,"RT @pfanderson: Docs and students who thought they were doing great, and then patients react #mlanet19 https://t.co/9jMytsTdfF",False,961311322603425792,bgreen1005
Wed May 08 17:24:40 +0000 2019,5,1126176099703119873,,,0,False,"YES! Planners, please, please, please consider this for the future. #mlanet19 https://t.co/B5YqKFKHoJ",False,50086477,s_schulte
Wed May 08 17:20:54 +0000 2019,0,1126175151375171584,,,3,False,RT @blevinsa: Learn how to live with ambiguity and understand that it’s ok to not know things. I’ve told my students that I’d rather look d…,False,26598062,HS_Librarian
Wed May 08 17:20:47 +0000 2019,0,1126175125618003970,,,2,False,"RT @Z669_E9: In improv for medical communication a group practiced team speaking in one word at a time, and one team-member always used a b…",False,22639715,wedgeofspite
Wed May 08 17:19:50 +0000 2019,0,1126174885225611270,,,2,False,RT @hurstej: We need honest genuine interactions with each other and our healthcare providers  #mlanet19,False,26598062,HS_Librarian
Wed May 08 17:17:25 +0000 2019,1,1126174276871176194,,,0,False,Thank you Jerry for your  #mlanet19  Janet Doe lecture #wordcloud https://t.co/PC3zB5KB41,False,343416122,oxpeter
Wed May 08 17:15:53 +0000 2019,0,1126173889665601538,,,1,False,"RT @evardell: .@ADDitudeMag published a list of the 10 worst jobs for people with ADHD and librarian was #5. However, the author presented…",False,17600533,ALA_JobLIST
Wed May 08 17:13:48 +0000 2019,0,1126173366216536069,,,1,False,RT @krafty: I agree. Perhaps some of the lib schools are culpable. Graduates might think they can get any library job. I get applicants w/…,False,17600533,ALA_JobLIST
Wed May 08 17:12:49 +0000 2019,5,1126173120287715328,,,0,False,On the L heading to O'Hare. Glad to have met new and old faces in #medlibs and #pocmedlibs at #mlanet19 Safe travel… https://t.co/e0HfvhN0yh,True,460857929,wonderbrarian
Wed May 08 17:12:24 +0000 2019,3,1126173014427623424,,,0,False,Word cloud of Katie Watson's affirming plenary on #MedicalImprov #mlanet19 . A little  bit of mixing from tweets st… https://t.co/4UXI7ONF4E,True,343416122,oxpeter
Wed May 08 17:10:17 +0000 2019,0,1126172482917023744,,,1,False,RT @Z669_E9: A budget-friendly guide would also be extraordinarily good. Real-world budget-friendly not “where to get your artisan coffee f…,False,875529961309970436,oponiak
Wed May 08 17:09:24 +0000 2019,0,1126172260014985217,,,2,False,RT @mandosally: “Just try it. What is the worst that could happen?” One of the best takeaways from improv. #mlanet19,False,875529961309970436,oponiak
Wed May 08 17:07:05 +0000 2019,0,1126171674834014208,,,3,False,"RT @hurstej: “Oh youre so young” yes, its a microaggression #mlanet19",False,3380748339,Z669_E9
Wed May 08 17:06:54 +0000 2019,0,1126171631456530432,,,2,False,RT @ItsKelsaB: Had a great time at #mlanet19 in Chi-Town! Reconnected with my frolleagues and made new ones. Thanks @MedLibAssn for a great…,False,3380748339,Z669_E9
Wed May 08 17:06:38 +0000 2019,3,1126171561986273280,1126097489549983744,396000141,0,False,"@aliversluis Yes! If you’ve ever tried to advocate for more pay, how would you feel if someone tried to undermine y… https://t.co/M9naXfIryd",True,3380748339,Z669_E9
Wed May 08 17:05:00 +0000 2019,1,1126171151699460096,,,0,False,Special thanks to the planning committee &amp; volunteers for making MLA a huge success!! I'll be back for sure! #mlanet19,False,4167450861,janicekung
Wed May 08 17:04:56 +0000 2019,5,1126171135492669442,,,0,False,Fantastic speakers to close the meeting! Thanks all for another inspiring conference! #mlanet19,False,290282806,kathleenamos
Wed May 08 17:03:25 +0000 2019,0,1126170752191991809,,,1,False,RT @hurstej: Graphic medicine is getting a shout out #mlanet19,False,3380748339,Z669_E9
Wed May 08 17:03:24 +0000 2019,7,1126170747645366273,,,0,False,Let’s call it a wrap on live tweeting #mlanet19 :) A little lower than my usual but thanks for all the good informa… https://t.co/iW1lLVkYw8,True,39556136,hurstej
Wed May 08 17:02:24 +0000 2019,6,1126170497501339649,,,0,False,It would  have been better to have today's plenary speakers kick off the conference. Help set the tone and allow mo… https://t.co/WvREKSDlYZ,True,125703387,rha2002
Wed May 08 17:01:18 +0000 2019,0,1126170220912095234,,,4,False,RT @Z669_E9: We had a really good session on #improv in patient care and medical student education! And medical librarianship. https://t.co…,False,879783542498217984,_open_science_
Wed May 08 16:59:50 +0000 2019,2,1126169853390467072,,,1,False,Graphic medicine is getting a shout out #mlanet19,False,39556136,hurstej
Wed May 08 16:59:36 +0000 2019,0,1126169792287780871,,,3,False,RT @hurstej: Improv is not training to be perfect its about training to be the best you can in the situation  #mlanet19,False,4561161202,akaur0
Wed May 08 16:59:28 +0000 2019,3,1126169758678822912,,,0,False,"Yeah, I’ve done some other improv activities and found them a bit meh. But today’s was surprisingly good #MLAnet19 https://t.co/RqikeNJ7ab",False,3380748339,Z669_E9
Wed May 08 16:58:52 +0000 2019,2,1126169608707366912,,,0,False,https://t.co/MDeAnFmune Great resource for applying improv activities in diff contexts. May have to think about inc… https://t.co/jK9Cek0zi0,True,4167450861,janicekung
Wed May 08 16:58:37 +0000 2019,0,1126169544630919168,,,3,False,RT @hurstej: Improv is not training to be perfect its about training to be the best you can in the situation  #mlanet19,False,14758570,ChrisTheCat
Wed May 08 16:58:27 +0000 2019,4,1126169503350566915,,,3,False,Improv is not training to be perfect its about training to be the best you can in the situation  #mlanet19,False,39556136,hurstej
Wed May 08 16:58:23 +0000 2019,1,1126169485021470721,,,0,False,Easy + Easy sometimes = Hard ... that is where you grow. #mlanet19,False,156011754,jenrenjones
Wed May 08 16:58:11 +0000 2019,0,1126169434316582912,,,1,False,RT @hurstej: At first I wasn’t into this improv discussion but now I want to bring this to work at my library #mlanet19 I think it could he…,False,4561161202,akaur0
Wed May 08 16:58:04 +0000 2019,0,1126169406655090688,,,2,False,"RT @oxpeter: not safe spaces, but brave spaces, where we agree to be vulnerable together. - Katie Watson #MLANet19",False,15369025,laurissagann
Wed May 08 16:58:00 +0000 2019,0,1126169389999579136,,,1,False,RT @ycpdan: On Immunity | Graywolf Press #mlanet19 Also Pandora’s lab by Dr. Offit https://t.co/GTGaGej3KW,False,39556136,hurstej
Wed May 08 16:57:53 +0000 2019,0,1126169361234976769,,,4,False,RT @Z669_E9: We had a really good session on #improv in patient care and medical student education! And medical librarianship. https://t.co…,False,4561161202,akaur0
Wed May 08 16:57:47 +0000 2019,0,1126169335335141377,,,4,False,RT @Z669_E9: We had a really good session on #improv in patient care and medical student education! And medical librarianship. https://t.co…,False,39556136,hurstej
Wed May 08 16:57:37 +0000 2019,0,1126169292402245632,,,2,False,"RT @oxpeter: not safe spaces, but brave spaces, where we agree to be vulnerable together. - Katie Watson #MLANet19",False,14758570,ChrisTheCat
Wed May 08 16:57:35 +0000 2019,8,1126169286257541120,,,1,False,At first I wasn’t into this improv discussion but now I want to bring this to work at my library #mlanet19 I think… https://t.co/r3Y3UWnQrc,True,39556136,hurstej
Wed May 08 16:57:32 +0000 2019,6,1126169272466792450,,,2,False,"not safe spaces, but brave spaces, where we agree to be vulnerable together. - Katie Watson #MLANet19",False,343416122,oxpeter
Wed May 08 16:57:16 +0000 2019,0,1126169206205054976,,,1,False,RT @wichor: https://t.co/Fi33o1lYrg contains exercises that can be used in your own training #mlanet19,False,3380748339,Z669_E9
Wed May 08 16:56:53 +0000 2019,4,1126169108540686341,,,4,False,We had a really good session on #improv in patient care and medical student education! And medical librarianship.… https://t.co/cnbvyHIBD0,True,3380748339,Z669_E9
Wed May 08 16:56:35 +0000 2019,2,1126169034054090752,,,1,False,On Immunity | Graywolf Press #mlanet19 Also Pandora’s lab by Dr. Offit https://t.co/GTGaGej3KW,False,265517884,ycpdan
Wed May 08 16:56:29 +0000 2019,0,1126169007399342080,,,2,False,"RT @pfanderson: ""When someone hands me a pail of white, I say I know there's a whole world of color out there. Bring it.""  #mlanet19",False,4561161202,akaur0
Wed May 08 16:55:43 +0000 2019,1,1126168817414082560,,,0,False,Good question about improv for antivax discussions #mlanet19,False,39556136,hurstej
Wed May 08 16:55:32 +0000 2019,3,1126168768420491265,,,1,False,https://t.co/Fi33o1lYrg contains exercises that can be used in your own training #mlanet19,False,20427463,wichor
Wed May 08 16:54:49 +0000 2019,0,1126168588543356928,,,2,False,"RT @pfanderson: ""When someone hands me a pail of white, I say I know there's a whole world of color out there. Bring it.""  #mlanet19",False,14758570,ChrisTheCat
Wed May 08 16:54:42 +0000 2019,2,1126168559695159296,,,2,False,"""When someone hands me a pail of white, I say I know there's a whole world of color out there. Bring it.""  #mlanet19",False,5618162,pfanderson
Wed May 08 16:54:41 +0000 2019,0,1126168556780048385,,,0,False,Use the app for questions  #mlanet19,False,39556136,hurstej
Wed May 08 16:54:18 +0000 2019,6,1126168458595586054,,,0,False,"When I worked at UIC, they didn't let us have colors on the walls. One person snuck in in the middle of the night a… https://t.co/YBbbA21XXE",True,14758570,ChrisTheCat
Wed May 08 16:54:16 +0000 2019,2,1126168452320911366,,,1,False,Check out Katie Watson online at https://t.co/cfSiKrxiJa  #mlanet19,False,39556136,hurstej
Wed May 08 16:53:54 +0000 2019,1,1126168359383572480,,,0,False,Thanks being given to all #medlibs and librarians for keeping learners and patrons on the path of facts and evidence 🤗 #MLAnet19,False,3380748339,Z669_E9
Wed May 08 16:53:47 +0000 2019,0,1126168328932872195,,,1,False,RT @hurstej: Walls don’t have to be white  #mlanet19,False,2696982367,katzs44
Wed May 08 16:53:42 +0000 2019,8,1126168307558694917,,,1,False,Improv can teach us all how to disagree in an honest and effective manner. So important in our current contentious… https://t.co/WrgwZ939N3,True,14672819,blevinsa
Wed May 08 16:53:37 +0000 2019,0,1126168287635808266,,,2,False,RT @pfanderson: Cycling: A Guide to Menstruation https://t.co/B5cNDAZ47y Menstrupedia – Your Guide to Healthy Periods https://t.co/CkXL9J71…,False,3219997351,AJaggers324
Wed May 08 16:53:34 +0000 2019,1,1126168276059480069,,,0,False,Yes! We have a RED wall in the 144 suite at my library :)  #mlanet19,False,39556136,hurstej
Wed May 08 16:53:06 +0000 2019,2,1126168155934658560,,,1,False,Walls don’t have to be white  #mlanet19,False,39556136,hurstej
Wed May 08 16:52:49 +0000 2019,0,1126168087798136832,,,3,False,RT @ChrisTheCat: You are the keepers of the facts. You are the heroes. #mlanet19,False,39556136,hurstej
Wed May 08 16:52:48 +0000 2019,1,1126168080034430977,,,0,False,"""[Librarians] are the keepers of the facts"" - Definitely! Need to keep evidence-based, evidence-based! #mlanet19",False,4167450861,janicekung
Wed May 08 16:52:43 +0000 2019,0,1126168059071406083,,,2,False,RT @mandosally: Improv taught me about honesty. ~ Katie Watson #mlanet19,False,39556136,hurstej
Wed May 08 16:52:35 +0000 2019,0,1126168026968154112,,,2,False,"RT @pfanderson: ""You are the keepers of the facts. You are my heroes for this reason. I hope you practice evidence based medicine. But impr…",False,2696982367,katzs44
Wed May 08 16:52:29 +0000 2019,0,1126168000183271426,,,2,False,RT @mandosally: Improv taught me about honesty. ~ Katie Watson #mlanet19,False,2696982367,katzs44
Wed May 08 16:52:27 +0000 2019,1,1126167995435372544,,,0,False,"Thank you for being keeper of the facts, insisting on the facts and on the data and keep people on the path that wi… https://t.co/Z6ddJOzFfb",True,39556136,hurstej
Wed May 08 16:52:20 +0000 2019,0,1126167964057853953,,,2,False,"RT @pfanderson: ""You are the keepers of the facts. You are my heroes for this reason. I hope you practice evidence based medicine. But impr…",False,14758570,ChrisTheCat
Wed May 08 16:52:18 +0000 2019,0,1126167954155036673,,,3,False,RT @ChrisTheCat: You are the keepers of the facts. You are the heroes. #mlanet19,False,2696982367,katzs44
Wed May 08 16:52:17 +0000 2019,0,1126167950392725504,,,3,False,"RT @pfanderson: Asking homeless women, ""What is the biggest challenge in your life?"" Universally, period poverty. Having to literally use t…",False,1045634334,BarbaraBlunt2
Wed May 08 16:52:14 +0000 2019,0,1126167941056270336,,,1,False,RT @hurstej: Improv taught be about honesty both factual and emotional  #mlanet19,False,2696982367,katzs44
Wed May 08 16:52:06 +0000 2019,5,1126167906696474624,,,2,False,"""You are the keepers of the facts. You are my heroes for this reason. I hope you practice evidence based medicine.… https://t.co/plfVME1Lfp",True,5618162,pfanderson
Wed May 08 16:52:02 +0000 2019,0,1126167889340510208,,,3,False,RT @ChrisTheCat: You are the keepers of the facts. You are the heroes. #mlanet19,False,41206643,mandosally
Wed May 08 16:51:56 +0000 2019,0,1126167864405307392,,,1,False,RT @hurstej: You are keepers of the facts #medlibs #librarians #mlanet19,False,41206643,mandosally
Wed May 08 16:51:56 +0000 2019,1,1126167863092482050,,,0,False,Being naked on the stage is what lets you go forward the next day and not be afraid  #mlanet19,False,39556136,hurstej
Wed May 08 16:51:47 +0000 2019,2,1126167826530742273,,,2,False,Improv taught me about honesty. ~ Katie Watson #mlanet19,False,41206643,mandosally
Wed May 08 16:51:43 +0000 2019,0,1126167808172331009,,,4,False,RT @janicekung: Risking failure makes you bulletproof. Let's all take risks! #mlanet19,False,4561161202,akaur0
Wed May 08 16:51:42 +0000 2019,2,1126167806595219457,,,1,False,Improv taught be about honesty both factual and emotional  #mlanet19,False,39556136,hurstej
Wed May 08 16:51:39 +0000 2019,6,1126167791063764993,,,3,False,You are the keepers of the facts. You are the heroes. #mlanet19,False,14758570,ChrisTheCat
Wed May 08 16:51:33 +0000 2019,0,1126167768049618944,,,1,False,"RT @mandosally: Katie Watson reminding us of the real importance of talking about/focusing on/examing the ordinary incidences of things, e.…",False,4561161202,akaur0
Wed May 08 16:51:27 +0000 2019,0,1126167743722602496,,,1,False,RT @pfanderson: “I dunno. I feel like I have something to say about abortion.” Replying to “we debated abortion in the 60s; it was a tie” #…,False,4561161202,akaur0
Wed May 08 16:51:22 +0000 2019,2,1126167722805665797,,,1,False,You are keepers of the facts #medlibs #librarians #mlanet19,False,39556136,hurstej
Wed May 08 16:51:14 +0000 2019,4,1126167686713626624,,,0,False,"""Oppose women's rights to bodily integrity""
Such a perfect phrase. 
#mlanet19",False,26598062,HS_Librarian
Wed May 08 16:51:08 +0000 2019,0,1126167662751514624,,,0,False,1 in 4 women in the US will have an abortion. #mlanet19,False,4561161202,akaur0
Wed May 08 16:51:03 +0000 2019,0,1126167639234158592,,,1,False,RT @hurstej: Deep listening: Scarlet A required research and speaker heard disconnect between public and clinical sphere  #mlanet19,False,3380748339,Z669_E9
Wed May 08 16:50:55 +0000 2019,1,1126167606401077254,,,1,False,“I dunno. I feel like I have something to say about abortion.” Replying to “we debated abortion in the 60s; it was… https://t.co/YCotRauc4F,True,5618162,pfanderson
Wed May 08 16:50:50 +0000 2019,0,1126167588403335168,,,1,False,Katie Watson reminding us of the real importance of talking about/focusing on/examing the ordinary incidences of th… https://t.co/kyX3Ru6a6I,True,41206643,mandosally
Wed May 08 16:50:46 +0000 2019,0,1126167568358739968,,,2,False,"RT @Z669_E9: In improv for medical communication a group practiced team speaking in one word at a time, and one team-member always used a b…",False,39556136,hurstej
Wed May 08 16:50:42 +0000 2019,0,1126167553565442049,,,4,False,RT @janicekung: Risking failure makes you bulletproof. Let's all take risks! #mlanet19,False,39556136,hurstej
